pre_state,action,reward,state
2.18117 0.696009 -1.8582 0.378197,1.36617 0.922621 0.970224 1.06524,-96.5903,2.18124 0.695907 -1.80898 0.37794
2.18124 0.695907 -1.80898 0.37794,1.35815 0.944597 0.978696 1.05693,-96.5528,2.18133 0.695806 -1.7592 0.377753
2.18133 0.695806 -1.7592 0.377753,1.36262 0.940957 0.959267 1.04659,-96.5158,2.18144 0.695706 -1.70859 0.377481
2.18144 0.695706 -1.70859 0.377481,1.39413 0.932961 0.964452 1.04827,-96.4793,2.18157 0.695608 -1.65704 0.377336
2.18157 0.695608 -1.65704 0.377336,1.38605 0.938428 0.96887 1.03147,-96.4435,2.18172 0.695512 -1.60455 0.377151
2.18172 0.695512 -1.60455 0.377151,1.37606 0.976001 0.959516 0.999814,-96.4085,2.18188 0.695417 -1.55049 0.376934
2.18188 0.695417 -1.55049 0.376934,1.36805 0.942174 0.96484 1.01569,-96.3744,2.18207 0.695325 -1.49566 0.376663
2.18207 0.695325 -1.49566 0.376663,1.38647 0.952752 0.976439 0.982057,-96.3413,2.18227 0.695236 -1.43962 0.376438
2.18227 0.695236 -1.43962 0.376438,1.36537 0.932499 0.983418 0.975037,-96.3094,2.18249 0.69515 -1.38292 0.376087
2.18249 0.69515 -1.38292 0.376087,1.3429 0.937447 0.985154 0.968193,-96.2787,2.18273 0.695067 -1.32577 0.375686
2.18273 0.695067 -1.32577 0.375686,1.37024 0.952278 0.98139 0.990232,-96.2494,2.18299 0.694987 -1.26795 0.375527
2.18299 0.694987 -1.26795 0.375527,1.34442 0.971437 1.01198 0.97584,-96.2215,2.18327 0.694912 -1.20978 0.375413
2.18327 0.694912 -1.20978 0.375413,1.32247 0.961828 1.00028 0.981451,-96.1951,2.18356 0.69484 -1.15158 0.375179
2.18356 0.69484 -1.15158 0.375179,1.30033 0.961823 0.978587 1.01781,-96.1704,2.18386 0.694773 -1.09372 0.374937
2.18386 0.694773 -1.09372 0.374937,1.30526 0.97299 0.973924 1.02395,-96.1475,2.18418 0.694711 -1.03602 0.374775
2.18418 0.694711 -1.03602 0.374775,1.29902 0.943868 0.975242 1.0808,-96.1263,2.18452 0.694654 -0.979445 0.374705
2.18452 0.694654 -0.979445 0.374705,1.29741 0.924087 0.971086 1.06723,-96.1069,2.18486 0.694601 -0.923919 0.374506
2.18486 0.694601 -0.923919 0.374506,1.29761 0.954127 0.962829 1.09287,-96.0894,2.18521 0.694554 -0.869194 0.374487
2.18521 0.694554 -0.869194 0.374487,1.28175 0.98843 0.958753 1.08777,-96.0737,2.18558 0.694511 -0.814896 0.374502
2.18558 0.694511 -0.814896 0.374502,1.27445 0.969931 0.987027 1.07844,-96.06,2.18595 0.694474 -0.761456 0.374492
2.18595 0.694474 -0.761456 0.374492,1.2753 0.998285 1.00313 1.07118,-96.0482,2.18633 0.694442 -0.708571 0.374615
2.18633 0.694442 -0.708571 0.374615,1.26168 1.03996 0.996249 1.10216,-96.0384,2.18672 0.694415 -0.656145 0.374908
2.18672 0.694415 -0.656145 0.374908,1.27756 1.02194 0.999628 1.08944,-96.0306,2.18711 0.694394 -0.604057 0.375139
2.18711 0.694394 -0.604057 0.375139,1.27894 1.03557 1.0011 1.07958,-96.0248,2.18751 0.694378 -0.552028 0.375374
2.18751 0.694378 -0.552028 0.375374,1.26373 1.0338 0.996993 1.06224,-96.0209,2.18791 0.694368 -0.500005 0.375457
2.18791 0.694368 -0.500005 0.375457,1.26035 1.04525 1.01182 1.09624,-96.0191,2.18831 0.694363 -0.448417 0.37573
2.18831 0.694363 -0.448417 0.37573,1.25993 1.03959 1.00091 1.08139,-96.0194,2.18871 0.694364 -0.397015 0.375872
2.18871 0.694364 -0.397015 0.375872,1.2342 1.03376 0.986549 1.0862,-96.0216,2.18911 0.69437 -0.346012 0.375859
2.18911 0.69437 -0.346012 0.375859,1.2686 1.03974 0.956394 1.07325,-96.0259,2.1895 0.694381 -0.294491 0.375838
2.1895 0.694381 -0.294491 0.375838,1.27385 1.01499 0.919962 1.05587,-96.0322,2.1899 0.694398 -0.24214 0.375564
2.1899 0.694398 -0.24214 0.375564,1.27679 1.03831 0.933484 1.00637,-96.0405,2.19029 0.694421 -0.188381 0.375279
2.19029 0.694421 -0.188381 0.375279,1.28667 1.05545 0.944464 0.991764,-96.0509,2.19067 0.694449 -0.133032 0.375098
2.19067 0.694449 -0.133032 0.375098,1.29451 1.0437 0.962331 0.988288,-96.0633,2.19105 0.694483 -0.0764458 0.374967
2.19105 0.694483 -0.0764458 0.374967,1.29217 1.01868 0.967328 0.967024,-96.0778,2.19142 0.694522 -0.0188691 0.374696
2.19142 0.694522 -0.0188691 0.374696,1.28345 1.03802 0.971729 0.969139,-96.0944,2.19178 0.694567 0.0396363 0.374505
2.19178 0.694567 0.0396363 0.374505,1.24892 1.02832 0.957094 0.978297,-96.1129,2.19213 0.694618 0.0985616 0.374158
2.19213 0.694618 0.0985616 0.374158,1.2644 1.03709 0.940907 0.973917,-96.1334,2.19246 0.694673 0.158334 0.373851
2.19246 0.694673 0.158334 0.373851,1.29494 1.057 0.936182 0.987688,-96.1559,2.19279 0.694734 0.219295 0.373775
2.19279 0.694734 0.219295 0.373775,1.30292 1.02899 0.955616 0.992957,-96.1802,2.19309 0.6948 0.280841 0.373721
2.19309 0.6948 0.280841 0.373721,1.32019 1.00582 0.938912 0.98819,-96.2063,2.19338 0.694871 0.343069 0.373577
2.19338 0.694871 0.343069 0.373577,1.31272 0.996133 0.924124 0.988228,-96.234,2.19366 0.694946 0.405875 0.373333
2.19366 0.694946 0.405875 0.373333,1.32053 0.959819 0.916483 0.974201,-96.2634,2.19391 0.695025 0.469119 0.372935
2.19391 0.695025 0.469119 0.372935,1.3302 0.976723 0.918618 0.95691,-96.2941,2.19415 0.695108 0.533191 0.372608
2.19415 0.695108 0.533191 0.372608,1.33684 0.980628 0.951612 0.961953,-96.3263,2.19436 0.695195 0.597703 0.372476
2.19436 0.695195 0.597703 0.372476,1.34341 0.964689 0.95902 0.975211,-96.3597,2.19455 0.695285 0.662284 0.372393
2.19455 0.695285 0.662284 0.372393,1.32514 0.950087 0.950602 0.991558,-96.3942,2.19472 0.695379 0.726497 0.37223
2.19472 0.695379 0.726497 0.37223,1.30204 0.900416 0.953136 0.993412,-96.4296,2.19487 0.695474 0.789573 0.371843
2.19487 0.695474 0.789573 0.371843,1.29094 0.91379 0.949394 0.999123,-96.4658,2.19499 0.695572 0.851648 0.371502
2.19499 0.695572 0.851648 0.371502,1.26647 0.91282 0.915692 0.982919,-96.5026,2.19509 0.695671 0.913098 0.370926
2.19509 0.695671 0.913098 0.370926,1.28564 0.916981 0.929419 0.97745,-96.5398,2.19517 0.695771 0.974153 0.370506
2.19517 0.695771 0.974153 0.370506,1.28586 0.903052 0.962149 1.01026,-96.5775,2.19522 0.695873 1.03402 0.370298
2.19522 0.695873 1.03402 0.370298,1.26783 0.896604 0.982792 1.01575,-96.6153,2.19526 0.695974 1.09231 0.370113
2.19526 0.695974 1.09231 0.370113,1.23744 0.879947 0.953431 1.01989,-96.6533,2.19527 0.696077 1.14895 0.369691
2.19527 0.696077 1.14895 0.369691,1.20703 0.883792 0.955126 1.00112,-96.6912,2.19526 0.696178 1.20403 0.369152
2.19526 0.696178 1.20403 0.369152,1.23183 0.866326 0.935517 0.985569,-96.7289,2.19523 0.69628 1.25815 0.368558
2.19523 0.69628 1.25815 0.368558,1.20663 0.920768 0.901275 0.996173,-96.7664,2.19517 0.69638 1.31197 0.368031
2.19517 0.69638 1.31197 0.368031,1.20648 0.919146 0.906202 0.997984,-96.8035,2.1951 0.69648 1.36543 0.367562
2.1951 0.69648 1.36543 0.367562,1.24341 0.905243 0.9191 1.01193,-96.8401,2.19501 0.696578 1.41853 0.367303
2.19501 0.696578 1.41853 0.367303,1.20725 0.920128 0.920614 1.02365,-96.8762,2.1949 0.696675 1.47093 0.367037
2.1949 0.696675 1.47093 0.367037,1.22137 0.891489 0.929401 1.05931,-96.9117,2.19476 0.69677 1.52209 0.366895
2.19476 0.69677 1.52209 0.366895,1.19243 0.923837 0.932078 1.03516,-96.9465,2.19461 0.696863 1.57239 0.366701
2.19461 0.696863 1.57239 0.366701,1.1798 0.955225 0.891313 1.05266,-96.9804,2.19445 0.696954 1.62234 0.366507
2.19445 0.696954 1.62234 0.366507,1.22377 0.972877 0.893726 1.0447,-97.0135,2.19426 0.697042 1.6727 0.366523
2.19426 0.697042 1.6727 0.366523,1.20713 1.00618 0.894823 1.07656,-97.0456,2.19406 0.697128 1.72325 0.366709
2.19406 0.697128 1.72325 0.366709,1.18251 1.04204 0.888283 1.08322,-97.0766,2.19384 0.69721 1.77409 0.366921
2.19384 0.69721 1.77409 0.366921,1.20372 1.0554 0.889741 1.09066,-97.1064,2.1936 0.69729 1.82546 0.367266
2.1936 0.69729 1.82546 0.367266,1.17219 1.07103 0.880841 1.10059,-97.1349,2.19335 0.697366 1.87714 0.367533
2.19335 0.697366 1.87714 0.367533,1.17403 1.07214 0.847427 1.09504,-97.162,2.19308 0.697438 1.92954 0.367654
2.19308 0.697438 1.92954 0.367654,1.18554 1.05983 0.862165 1.06408,-97.1876,2.1928 0.697507 1.98275 0.367707
2.1928 0.697507 1.98275 0.367707,1.17089 1.06959 0.872292 1.0549,-97.2116,2.1925 0.697571 2.03662 0.367741
2.1925 0.697571 2.03662 0.367741,1.16861 1.07474 0.867547 1.04814,-97.234,2.19219 0.69763 2.09125 0.367743
2.19219 0.69763 2.09125 0.367743,1.1562 1.07448 0.875857 1.02712,-97.2545,2.19187 0.697685 2.14656 0.367657
2.19187 0.697685 2.14656 0.367657,1.15716 1.10251 0.895703 1.02681,-97.2732,2.19153 0.697734 2.20258 0.367746
2.19153 0.697734 2.20258 0.367746,1.10583 1.11373 0.877455 1.05107,-97.2899,2.19119 0.697779 2.25875 0.36771
2.19119 0.697779 2.25875 0.36771,1.1006 1.12136 0.883103 1.04974,-97.3046,2.19083 0.697818 2.31503 0.3677
2.19083 0.697818 2.31503 0.3677,1.1199 1.13565 0.884474 1.04945,-97.3172,2.19047 0.697851 2.37175 0.367811
2.19047 0.697851 2.37175 0.367811,1.12351 1.15597 0.917897 1.05986,-97.3277,2.1901 0.697879 2.42867 0.368148
2.1901 0.697879 2.42867 0.368148,1.10983 1.14473 0.947495 1.07532,-97.336,2.18972 0.697901 2.48501 0.368528
2.18972 0.697901 2.48501 0.368528,1.07771 1.12667 0.957207 1.08854,-97.3422,2.18934 0.697918 2.54007 0.368784
2.18934 0.697918 2.54007 0.368784,1.02996 1.11461 0.958546 1.05345,-97.3463,2.18896 0.697929 2.59371 0.368696
2.18896 0.697929 2.59371 0.368696,0.999453 1.12693 0.943002 1.04745,-97.3484,2.18858 0.697934 2.64611 0.368477
2.18858 0.697934 2.64611 0.368477,0.939884 1.11389 0.922885 1.08156,-97.3484,2.18819 0.697934 2.69647 0.368072
2.18819 0.697934 2.69647 0.368072,0.927003 1.073 0.937053 1.10202,-97.3465,2.18781 0.69793 2.74406 0.367632
2.18781 0.69793 2.74406 0.367632,0.918707 1.10935 0.941269 1.11513,-97.3428,2.18743 0.69792 2.78924 0.367384
2.18743 0.69792 2.78924 0.367384,0.906577 1.09295 0.956912 1.11157,-97.3374,2.18705 0.697905 2.8318 0.367098
2.18705 0.697905 2.8318 0.367098,0.912409 1.06596 0.941643 1.11161,-97.3305,2.18668 0.697887 2.87189 0.366709
2.18668 0.697887 2.87189 0.366709,0.902624 1.04298 0.929282 1.12919,-97.322,2.18631 0.697864 2.90929 0.366255
2.18631 0.697864 2.90929 0.366255,0.892197 1.07573 0.922425 1.13644,-97.3122,2.18594 0.697838 2.94442 0.365915
2.18594 0.697838 2.94442 0.365915,0.842298 1.04631 0.944068 1.11106,-97.3011,2.18558 0.697809 2.97666 0.365313
2.18558 0.697809 2.97666 0.365313,0.823989 1.0106 0.930029 1.10753,-97.2889,2.18522 0.697776 3.00579 0.36451
2.18522 0.697776 3.00579 0.36451,0.792647 1.0319 0.954194 1.13984,-97.2757,2.18487 0.697741 3.03128 0.363931
2.18487 0.697741 3.03128 0.363931,0.770696 1.00963 0.95259 1.12508,-97.2616,2.18452 0.697704 3.05304 0.363186
2.18452 0.697704 3.05304 0.363186,0.779063 1.02316 0.978045 1.12964,-97.2469,2.18418 0.697664 3.07114 0.36268
2.18418 0.697664 3.07114 0.36268,0.780619 0.974753 0.969883 1.15151,-97.2316,2.18384 0.697624 3.08507 0.362097
2.18384 0.697624 3.08507 0.362097,0.732847 0.976469 0.954853 1.14296,-97.2159,2.1835 0.697582 3.09473 0.361318
2.1835 0.697582 3.09473 0.361318,0.755253 0.974262 0.93618 1.15049,-97.1999,2.18316 0.697539 3.10053 0.360631
2.18316 0.697539 3.10053 0.360631,0.796201 0.950891 0.918809 1.16707,-97.1837,2.18283 0.697496 3.10273 0.360054
2.18283 0.697496 3.10273 0.360054,0.774733 0.969604 0.912865 1.15733,-97.1675,2.1825 0.697453 3.10149 0.359459
2.1825 0.697453 3.10149 0.359459,0.76426 0.957083 0.933192 1.17228,-97.1513,2.18216 0.69741 3.0962 0.358951
2.18216 0.69741 3.0962 0.358951,0.763089 0.955707 0.906769 1.15635,-97.1354,2.18183 0.697367 3.08731 0.358326
2.18183 0.697367 3.08731 0.358326,0.787841 0.960059 0.964334 1.19674,-97.1197,2.1815 0.697326 3.07413 0.35819
2.1815 0.697326 3.07413 0.35819,0.747807 0.958114 0.949701 1.19849,-97.1045,2.18116 0.697285 3.05646 0.357874
2.18116 0.697285 3.05646 0.357874,0.756999 0.949636 0.930002 1.15165,-97.0899,2.18083 0.697246 3.03511 0.357354
2.18083 0.697246 3.03511 0.357354,0.733247 0.942337 0.903951 1.1709,-97.0761,2.18049 0.697209 3.00999 0.356743
2.18049 0.697209 3.00999 0.356743,0.727202 0.970691 0.887352 1.13539,-97.063,2.18014 0.697174 2.98202 0.356074
2.18014 0.697174 2.98202 0.356074,0.666763 0.98741 0.90087 1.13895,-97.0508,2.1798 0.697142 2.95072 0.355364
2.1798 0.697142 2.95072 0.355364,0.650517 1.01801 0.915625 1.12441,-97.0396,2.17945 0.697112 2.91641 0.354759
2.17945 0.697112 2.91641 0.354759,0.674765 1.0254 0.937447 1.12197,-97.0295,2.1791 0.697085 2.87941 0.354376
2.1791 0.697085 2.87941 0.354376,0.681165 1.02013 0.920002 1.15654,-97.0207,2.17875 0.697061 2.83973 0.354085
2.17875 0.697061 2.83973 0.354085,0.68017 1.05489 0.939165 1.16929,-97.013,2.17839 0.697041 2.79757 0.354044
2.17839 0.697041 2.79757 0.354044,0.676642 1.07344 0.925409 1.13938,-97.0067,2.17803 0.697024 2.75375 0.353907
2.17803 0.697024 2.75375 0.353907,0.689443 1.11105 0.918789 1.13665,-97.0018,2.17767 0.697011 2.70903 0.353923
2.17767 0.697011 2.70903 0.353923,0.682816 1.09737 0.913898 1.12423,-96.9983,2.17731 0.697001 2.66345 0.353807
2.17731 0.697001 2.66345 0.353807,0.678493 1.08081 0.889856 1.11896,-96.9961,2.17694 0.696996 2.61717 0.353525
2.17694 0.696996 2.61717 0.353525,0.699226 1.08493 0.894645 1.0957,-96.9955,2.17658 0.696994 2.57071 0.353287
2.17658 0.696994 2.57071 0.353287,0.718041 1.09677 0.895247 1.11724,-96.9963,2.17621 0.696996 2.52417 0.35325
2.17621 0.696996 2.52417 0.35325,0.733239 1.11654 0.872903 1.1607,-96.9985,2.17585 0.697002 2.47771 0.353411
2.17585 0.697002 2.47771 0.353411,0.722453 1.10667 0.841273 1.17246,-97.0021,2.17549 0.697011 2.43131 0.353418
2.17549 0.697011 2.43131 0.353418,0.727805 1.09528 0.846938 1.17116,-97.0071,2.17513 0.697025 2.38486 0.353419
2.17513 0.697025 2.38486 0.353419,0.753277 1.0704 0.84017 1.22061,-97.0135,2.17477 0.697042 2.33792 0.353571
2.17477 0.697042 2.33792 0.353571,0.746472 1.06389 0.814185 1.2069,-97.0213,2.17441 0.697063 2.2908 0.353527
2.17441 0.697063 2.2908 0.353527,0.772944 1.01782 0.80982 1.20418,-97.0306,2.17406 0.697088 2.2434 0.353394
2.17406 0.697088 2.2434 0.353394,0.723021 0.994341 0.797998 1.20669,-97.0413,2.17371 0.697116 2.19506 0.352984
2.17371 0.697116 2.19506 0.352984,0.7195 0.985705 0.777866 1.20986,-97.0533,2.17337 0.697148 2.14591 0.352504
2.17337 0.697148 2.14591 0.352504,0.720647 0.991663 0.774257 1.23424,-97.0668,2.17304 0.697184 2.09588 0.352156
2.17304 0.697184 2.09588 0.352156,0.735876 0.977 0.787996 1.23818,-97.0818,2.17271 0.697224 2.04489 0.351898
2.17271 0.697224 2.04489 0.351898,0.739373 0.942477 0.799824 1.28913,-97.0982,2.17239 0.697268 1.99201 0.35177
2.17239 0.697268 1.99201 0.35177,0.746143 0.92956 0.834168 1.32854,-97.1161,2.17207 0.697316 1.93661 0.351886
2.17207 0.697316 1.93661 0.351886,0.753977 0.912437 0.845311 1.30366,-97.1356,2.17177 0.697368 1.87897 0.351913
2.17177 0.697368 1.87897 0.351913,0.774513 0.876665 0.84314 1.2665,-97.1566,2.17148 0.697424 1.81959 0.351749
2.17148 0.697424 1.81959 0.351749,0.784376 0.890068 0.83524 1.27956,-97.1793,2.1712 0.697484 1.75885 0.351695
2.1712 0.697484 1.75885 0.351695,0.785651 0.894605 0.846586 1.2669,-97.2034,2.17094 0.697549 1.69697 0.351662
2.17094 0.697549 1.69697 0.351662,0.765575 0.887656 0.854481 1.28977,-97.229,2.17069 0.697617 1.63348 0.351643
2.17069 0.697617 1.63348 0.351643,0.756825 0.872696 0.867224 1.3244,-97.2561,2.17045 0.697689 1.56781 0.351709
2.17045 0.697689 1.56781 0.351709,0.777226 0.883042 0.847818 1.32142,-97.2846,2.17023 0.697765 1.50078 0.351798
2.17023 0.697765 1.50078 0.351798,0.795688 0.89471 0.885482 1.3384,-97.3143,2.17004 0.697844 1.43231 0.352174
2.17004 0.697844 1.43231 0.352174,0.768818 0.867849 0.879446 1.33466,-97.3454,2.16986 0.697926 1.36212 0.352303
2.16986 0.697926 1.36212 0.352303,0.801084 0.827869 0.850337 1.31359,-97.3774,2.16971 0.698012 1.29086 0.35222
2.16971 0.698012 1.29086 0.35222,0.779069 0.837188 0.871474 1.32043,-97.4105,2.16957 0.698099 1.21826 0.352197
2.16957 0.698099 1.21826 0.352197,0.780863 0.838977 0.862403 1.32227,-97.4444,2.16946 0.698189 1.14461 0.352163
2.16946 0.698189 1.14461 0.352163,0.741732 0.860738 0.855767 1.35193,-97.479,2.16938 0.698281 1.06963 0.352151
2.16938 0.698281 1.06963 0.352151,0.727645 0.842773 0.833745 1.35139,-97.5141,2.16932 0.698374 0.993392 0.351951
2.16932 0.698374 0.993392 0.351951,0.712692 0.827536 0.802344 1.34357,-97.5495,2.16929 0.698468 0.916177 0.351525
2.16929 0.698468 0.916177 0.351525,0.707098 0.856445 0.795341 1.35975,-97.585,2.16928 0.698562 0.838272 0.351244
2.16928 0.698562 0.838272 0.351244,0.728278 0.854075 0.777265 1.36129,-97.6205,2.1693 0.698656 0.760148 0.350991
2.1693 0.698656 0.760148 0.350991,0.727546 0.829188 0.76106 1.38417,-97.6558,2.16935 0.698749 0.681498 0.350692
2.16935 0.698749 0.681498 0.350692,0.700902 0.816336 0.734965 1.40306,-97.6906,2.16942 0.698841 0.602057 0.350254
2.16942 0.698841 0.602057 0.350254,0.702201 0.798888 0.764258 1.40587,-97.7249,2.16952 0.698932 0.521433 0.349903
2.16952 0.698932 0.521433 0.349903,0.69262 0.784717 0.728349 1.38425,-97.7583,2.16964 0.69902 0.440159 0.349297
2.16964 0.69902 0.440159 0.349297,0.723905 0.765275 0.728667 1.38873,-97.7906,2.16979 0.699106 0.358406 0.348793
2.16979 0.699106 0.358406 0.348793,0.717528 0.785786 0.731615 1.37182,-97.8218,2.16996 0.699188 0.276543 0.348328
2.16996 0.699188 0.276543 0.348328,0.717251 0.764607 0.733053 1.38285,-97.8516,2.17016 0.699266 0.19423 0.347866
2.17016 0.699266 0.19423 0.347866,0.732341 0.744279 0.721317 1.40713,-97.8798,2.17038 0.699341 0.111348 0.347464
2.17038 0.699341 0.111348 0.347464,0.685268 0.731201 0.692703 1.42806,-97.9062,2.17062 0.69941 0.0274304 0.346856
2.17062 0.69941 0.0274304 0.346856,0.699452 0.729005 0.666297 1.44257,-97.9307,2.17089 0.699475 -0.0571096 0.346294
2.17089 0.699475 -0.0571096 0.346294,0.677402 0.686197 0.679056 1.43574,-97.9531,2.17117 0.699534 -0.142921 0.345569
2.17117 0.699534 -0.142921 0.345569,0.678121 0.681527 0.682759 1.41759,-97.9731,2.17147 0.699586 -0.229691 0.344833
2.17147 0.699586 -0.229691 0.344833,0.671449 0.67941 0.697041 1.38471,-97.9907,2.17178 0.699633 -0.317164 0.344057
2.17178 0.699633 -0.317164 0.344057,0.665669 0.635166 0.673146 1.36532,-98.0056,2.17211 0.699672 -0.405295 0.343014
2.17211 0.699672 -0.405295 0.343014,0.64072 0.620097 0.685291 1.38354,-98.0178,2.17244 0.699704 -0.49472 0.342014
2.17244 0.699704 -0.49472 0.342014,0.666875 0.596637 0.680825 1.37873,-98.0271,2.17279 0.699728 -0.585098 0.341065
2.17279 0.699728 -0.585098 0.341065,0.666959 0.60509 0.688729 1.36766,-98.0334,2.17314 0.699745 -0.676147 0.340203
2.17314 0.699745 -0.676147 0.340203,0.703365 0.631968 0.718311 1.33157,-98.0367,2.1735 0.699754 -0.767018 0.339601
2.1735 0.699754 -0.767018 0.339601,0.705082 0.620387 0.687943 1.35482,-98.037,2.17386 0.699754 -0.857769 0.338983
2.17386 0.699754 -0.857769 0.338983,0.697355 0.633222 0.682676 1.37618,-98.0342,2.17421 0.699747 -0.948537 0.338484
2.17421 0.699747 -0.948537 0.338484,0.729793 0.634124 0.698784 1.38163,-98.0284,2.17457 0.699732 -1.0392 0.338211
2.17457 0.699732 -1.0392 0.338211,0.715853 0.611048 0.716215 1.40797,-98.0195,2.17491 0.699708 -1.13061 0.337981
2.17491 0.699708 -1.13061 0.337981,0.72939 0.584686 0.69678 1.38129,-98.0078,2.17525 0.699677 -1.22231 0.337563
2.17525 0.699677 -1.22231 0.337563,0.7484 0.587829 0.715194 1.38668,-97.9931,2.17557 0.699639 -1.31426 0.337335
2.17557 0.699639 -1.31426 0.337335,0.738728 0.57276 0.711355 1.41931,-97.9756,2.17589 0.699593 -1.40698 0.337137
2.17589 0.699593 -1.40698 0.337137,0.748383 0.557416 0.708362 1.38714,-97.9554,2.17618 0.69954 -1.50003 0.336812
2.17618 0.69954 -1.50003 0.336812,0.740239 0.557074 0.649524 1.40871,-97.9328,2.17645 0.69948 -1.59304 0.336351
2.17645 0.69948 -1.59304 0.336351,0.710742 0.537057 0.653562 1.40566,-97.9078,2.1767 0.699415 -1.68657 0.335756
2.1767 0.699415 -1.68657 0.335756,0.720453 0.518665 0.689142 1.42203,-97.8808,2.17693 0.699343 -1.78115 0.335353
2.17693 0.699343 -1.78115 0.335353,0.719216 0.536929 0.671081 1.42884,-97.8518,2.17713 0.699267 -1.8763 0.334999
2.17713 0.699267 -1.8763 0.334999,0.740406 0.509062 0.691502 1.44602,-97.8211,2.1773 0.699186 -1.9724 0.334777
2.1773 0.699186 -1.9724 0.334777,0.736069 0.494905 0.671121 1.42076,-97.7889,2.17744 0.699101 -2.06898 0.334349
2.17744 0.699101 -2.06898 0.334349,0.743441 0.51487 0.661717 1.45256,-97.7556,2.17755 0.699013 -2.16591 0.334124
2.17755 0.699013 -2.16591 0.334124,0.695945 0.493809 0.652129 1.42916,-97.7215,2.17763 0.698923 -2.26349 0.333563
2.17763 0.698923 -2.26349 0.333563,0.702014 0.488143 0.632156 1.40197,-97.6869,2.17767 0.698832 -2.36112 0.332879
2.17767 0.698832 -2.36112 0.332879,0.725809 0.46295 0.650816 1.37456,-97.652,2.17768 0.698739 -2.4587 0.332209
2.17768 0.698739 -2.4587 0.332209,0.714921 0.50155 0.671058 1.37653,-97.6173,2.17766 0.698647 -2.55618 0.33176
2.17766 0.698647 -2.55618 0.33176,0.776444 0.523582 0.665543 1.36707,-97.5829,2.1776 0.698557 -2.65255 0.33158
2.1776 0.698557 -2.65255 0.33158,0.793786 0.5407 0.681457 1.35781,-97.5492,2.17751 0.698467 -2.74771 0.331556
2.17751 0.698467 -2.74771 0.331556,0.815793 0.529611 0.703728 1.36559,-97.5166,2.17738 0.698381 -2.84208 0.331675
2.17738 0.698381 -2.84208 0.331675,0.853042 0.526531 0.741069 1.37522,-97.4851,2.17723 0.698297 -2.93593 0.332067
2.17723 0.698297 -2.93593 0.332067,0.86588 0.50098 0.722041 1.34142,-97.4552,2.17705 0.698218 -3.02893 0.332204
2.17705 0.698218 -3.02893 0.332204,0.863996 0.489855 0.761757 1.32836,-97.4272,2.17683 0.698144 -3.12165 0.332379
2.17683 0.698144 -3.12165 0.332379,0.885308 0.516412 0.761211 1.31882,-97.4012,2.17659 0.698075 3.06966 0.332672
2.17659 0.698075 3.06966 0.332672,0.86208 0.490343 0.728858 1.30714,-97.3775,2.17633 0.698012 2.97844 0.332621
2.17633 0.698012 2.97844 0.332621,0.850594 0.462315 0.712231 1.33942,-97.3563,2.17605 0.697955 2.88716 0.332491
2.17605 0.697955 2.88716 0.332491,0.841675 0.472167 0.674841 1.30705,-97.3376,2.17575 0.697906 2.7966 0.332132
2.17575 0.697906 2.7966 0.332132,0.839099 0.489961 0.688385 1.29423,-97.3218,2.17543 0.697864 2.70677 0.331853
2.17543 0.697864 2.70677 0.331853,0.838623 0.508916 0.690341 1.2829,-97.3088,2.1751 0.697829 2.61785 0.331626
2.1751 0.697829 2.61785 0.331626,0.867407 0.511647 0.693185 1.27378,-97.2987,2.17475 0.697802 2.53009 0.331502
2.17475 0.697802 2.53009 0.331502,0.888843 0.531424 0.693458 1.31085,-97.2916,2.17441 0.697783 2.44334 0.331659
2.17441 0.697783 2.44334 0.331659,0.885601 0.496602 0.720563 1.29869,-97.2875,2.17405 0.697772 2.35687 0.331725
2.17405 0.697772 2.35687 0.331725,0.906279 0.483762 0.753601 1.26594,-97.2864,2.17369 0.69777 2.27072 0.331814
